# Potential file
# nr1= 40 nr2= 40 nr3= 40
  -1.078090558E+01  -1.069297564E+01  -1.049417070E+01  -9.978057574E+00  -9.162305473E+00
  -8.135644437E+00  -7.007115022E+00  -5.871048068E+00  -4.788019859E+00  -3.789728179E+00
  -2.896306248E+00  -2.128378647E+00  -1.502253353E+00  -1.015587044E+00  -6.450603057E-01
  -3.589396111E-01  -1.307450059E-01  5.413449715E-02  1.973025738E-01  2.906032481E-01
  3.233258088E-01  2.906032481E-01  1.973025738E-01  5.413449715E-02  -1.307450059E-01
  -3.589396111E-01  -6.450603057E-01  -1.015587044E+00  -1.502253353E+00  -2.128378647E+00
  -2.896306248E+00  -3.789728179E+00  -4.788019859E+00  -5.871048068E+00  -7.007115022E+00
  -8.135644437E+00  -9.162305473E+00  -9.978057574E+00  -1.049417070E+01  -1.069297564E+01
  -1.069297564E+01  -1.057579866E+01  -1.019837665E+01  -9.514834426E+00  -8.582747690E+00
  -7.500557049E+00  -6.369967976E+00  -5.266440434E+00  -4.233075536E+00  -3.293552134E+00
  -2.467967349E+00  -1.776794556E+00  -1.227767568E+00  -8.070807645E-01  -4.853116778E-01
  -2.324706465E-01  -2.795080070E-02  1.359266066E-01  2.550535974E-01  3.189196409E-01
  3.189196409E-01  2.550535974E-01  1.359266066E-01  -2.795080070E-02  -2.324706465E-01
  -4.853116778E-01  -8.070807645E-01  -1.227767568E+00  -1.776794556E+00  -2.467967349E+00
  -3.293552134E+00  -4.233075536E+00  -5.266440434E+00  -6.369967976E+00  -7.500557049E+00
  -8.582747690E+00  -9.514834426E+00  -1.019837665E+01  -1.057579866E+01  -1.069297564E+01
  -1.049417070E+01  -1.019837665E+01  -9.631859564E+00  -8.812123812E+00  -7.812073407E+00
  -6.726216170E+00  -5.636372654E+00  -4.595828169E+00  -3.634432912E+00  -2.773501738E+00
  -2.034781047E+00  -1.433540800E+00  -9.659501365E-01  -6.085096582E-01  -3.307353054E-01
  -1.076982787E-01  7.388501109E-02  2.147268260E-01  3.064017589E-01  3.384967401E-01
  3.064017589E-01  2.147268260E-01  7.388501109E-02  -1.076982787E-01  -3.307353054E-01
  -6.085096582E-01  -9.659501365E-01  -1.433540800E+00  -2.034781047E+00  -2.773501738E+00
  -3.634432912E+00  -4.595828169E+00  -5.636372654E+00  -6.726216170E+00  -7.812073407E+00
  -8.812123812E+00  -9.631859564E+00  -1.019837665E+01  -1.049417070E+01  -1.057579866E+01
  -9.978057574E+00  -9.514834426E+00  -8.812123812E+00  -7.918415103E+00  -6.911752695E+00
  -5.870585549E+00  -4.853432787E+00  -3.896397837E+00  -3.023773162E+00  -2.258361519E+00
  -1.620202258E+00  -1.113952305E+00  -7.240304783E-01  -4.225160538E-01  -1.823921919E-01
  1.410038012E-02  1.724905678E-01  2.875877506E-01  3.490591660E-01  3.490591660E-01
  2.875877506E-01  1.724905678E-01  1.410038012E-02  -1.823921919E-01  -4.225160538E-01
  -7.240304783E-01  -1.113952305E+00  -1.620202258E+00  -2.258361519E+00  -3.023773162E+00
  -3.896397837E+00  -4.853432787E+00  -5.870585549E+00  -6.911752695E+00  -7.918415103E+00
  -8.812123812E+00  -9.514834426E+00  -9.978057574E+00  -1.019837665E+01  -1.019837665E+01
  -9.162305473E+00  -8.582747690E+00  -7.812073407E+00  -6.911752695E+00  -5.950796728E+00
  -4.987274120E+00  -4.061429289E+00  -3.201228580E+00  -2.431228379E+00  -1.774501901E+00
  -1.242104546E+00  -8.264073233E-01  -5.043484830E-01  -2.492949212E-01  -4.068419346E-02
  1.311924558E-01  2.648468581E-01  3.514368707E-01  3.815835428E-01  3.514368707E-01
  2.648468581E-01  1.311924558E-01  -4.068419346E-02  -2.492949212E-01  -5.043484830E-01
  -8.264073233E-01  -1.242104546E+00  -1.774501901E+00  -2.431228379E+00  -3.201228580E+00
