# Potential file
# nr1= 40 nr2= 40 nr3= 40
  4.220523839E+00  4.228240126E+00  4.249463471E+00  4.271826935E+00  4.262223133E+00
  4.170202281E+00  3.949959147E+00  3.586430728E+00  3.105483939E+00  2.561437163E+00
  2.012854025E+00  1.503234401E+00  1.054957205E+00  6.735894550E-01  3.553669955E-01
  9.330568839E-02  -1.188944911E-01  -2.848042817E-01  -4.049874071E-01  -4.781500339E-01
  -5.027509479E-01  -4.781500339E-01  -4.049874071E-01  -2.848042817E-01  -1.188944911E-01
  9.330568839E-02  3.553669955E-01  6.735894550E-01  1.054957205E+00  1.503234401E+00
  2.012854025E+00  2.561437163E+00  3.105483939E+00  3.586430728E+00  3.949959147E+00
  4.170202281E+00  4.262223133E+00  4.271826935E+00  4.249463471E+00  4.228240126E+00
  4.228240126E+00  4.242838917E+00  4.265347236E+00  4.272824617E+00  4.221960349E+00
  4.062703801E+00  3.764105770E+00  3.333276617E+00  2.813206384E+00  2.262531167E+00
  1.732689117E+00  1.255586753E+00  8.437803090E-01  4.971121751E-01  2.096267883E-01
  -2.557602024E-02  -2.134609458E-01  -3.559360807E-01  -4.523911537E-01  -5.012104526E-01
  -5.012104526E-01  -4.523911537E-01  -3.559360807E-01  -2.134609458E-01  -2.557602024E-02
  2.096267883E-01  4.971121751E-01  8.437803090E-01  1.255586753E+00  1.732689117E+00
  2.262531167E+00  2.813206384E+00  3.333276617E+00  3.764105770E+00  4.062703801E+00
  4.221960349E+00  4.272824617E+00  4.265347236E+00  4.242838917E+00  4.228240126E+00
  4.249463471E+00  4.265347236E+00  4.274126407E+00  4.241311524E+00  4.120414865E+00
  3.873441414E+00  3.492618777E+00  3.006871894E+00  2.468733074E+00  1.932274404E+00
  1.436538128E+00  1.001033852E+00  6.301384222E-01  3.199578961E-01  6.384619086E-02
  -1.440322739E-01  -3.068371943E-01  -4.248717056E-01  -4.967436532E-01  -5.209104209E-01
  -4.967436532E-01  -4.248717056E-01  -3.068371943E-01  -1.440322739E-01  6.384619086E-02
  3.199578961E-01  6.301384222E-01  1.001033852E+00  1.436538128E+00  1.932274404E+00
  2.468733074E+00  3.006871894E+00  3.492618777E+00  3.873441414E+00  4.120414865E+00
  4.241311524E+00  4.274126407E+00  4.265347236E+00  4.249463471E+00  4.242838917E+00
