# Potential file
# nr1= 40 nr2= 40 nr3= 40
  -2.946111163E-01  -4.144368232E-01  -8.207930521E-01  -1.248799215E+00  -1.613854286E+00
  -1.871650555E+00  -1.999884593E+00  -1.998661350E+00  -1.888389000E+00  -1.705720618E+00
  -1.497148294E+00  -1.309893735E+00  -1.177810534E+00  -1.107677749E+00  -1.080925754E+00
  -1.069530031E+00  -1.051583353E+00  -1.018675712E+00  -9.765896259E-01  -9.405588989E-01
  -9.263249281E-01  -9.405588989E-01  -9.765896259E-01  -1.018675712E+00  -1.051583353E+00
  -1.069530031E+00  -1.080925754E+00  -1.107677749E+00  -1.177810534E+00  -1.309893735E+00
  -1.497148294E+00  -1.705720618E+00  -1.888389000E+00  -1.998661350E+00  -1.999884593E+00
  -1.871650555E+00  -1.613854286E+00  -1.248799215E+00  -8.207930521E-01  -4.144368232E-01
  -4.144368232E-01  -7.038053122E-01  -1.101419855E+00  -1.480450886E+00  -1.778865357E+00
  -1.960670290E+00  -2.014152006E+00  -1.949398663E+00  -1.795126128E+00  -1.593320923E+00
  -1.391458921E+00  -1.231502173E+00  -1.133452547E+00  -1.089610935E+00  -1.074317497E+00
  -1.061489813E+00  -1.035844555E+00  -9.965936953E-01  -9.552568663E-01  -9.285449491E-01
  -9.285449491E-01  -9.552568663E-01  -9.965936953E-01  -1.035844555E+00  -1.061489813E+00
  -1.074317497E+00  -1.089610935E+00  -1.133452547E+00  -1.231502173E+00  -1.391458921E+00
  -1.593320923E+00  -1.795126128E+00  -1.949398663E+00  -2.014152006E+00  -1.960670290E+00
  -1.778865357E+00  -1.480450886E+00  -1.101419855E+00  -7.038053122E-01  -4.144368232E-01
  -8.207930521E-01  -1.101419855E+00  -1.428793422E+00  -1.719900837E+00  -1.922255738E+00
  -2.010559853E+00  -1.983028442E+00  -1.858467011E+00  -1.671689067E+00  -1.466850279E+00
  -1.288115382E+00  -1.165198578E+00  -1.101651719E+00  -1.077897527E+00  -1.066780212E+00
  -1.047751431E+00  -1.013590088E+00  -9.708064017E-01  -9.347048759E-01  -9.205560534E-01
  -9.347048759E-01  -9.708064017E-01  -1.013590088E+00  -1.047751431E+00  -1.066780212E+00
  -1.077897527E+00  -1.101651719E+00  -1.165198578E+00  -1.288115382E+00  -1.466850279E+00
  -1.671689067E+00  -1.858467011E+00  -1.983028442E+00  -2.010559853E+00  -1.922255738E+00
  -1.719900837E+00  -1.428793422E+00  -1.101419855E+00  -8.207930521E-01  -7.038053122E-01
  -1.248799215E+00  -1.480450886E+00  -1.719900837E+00  -1.906552999E+00  -2.003654516E+00
  -1.997859633E+00  -1.897328120E+00  -1.728064100E+00  -1.528273130E+00  -1.340310292E+00
  -1.198820837E+00  -1.116411662E+00  -1.081423885E+00  -1.068693368E+00  -1.054631705E+00
